"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"EC","ACCT101","PRINCIPLES OF ACCOUNTING I","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT101.202602.syl.docx"
"EC","ACCT102","PRINCIPLES OF ACCOUNTING II","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT102.202602.syl.doc"
"EC","ACCT201","INTERMEDIATE ACCOUNTING I","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT201.202602.syl.doc"
"EC","ACCT202","INTERMEDIATE ACCOUNTING II","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT202.202602.syl.doc"
"EC","ACCT205","BUSINESS SPREADSHEETS AND COMPUTER ACCOUNTING APPL","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT205.202602.syl.docx"
"EC","ACCT210","INCOME TAX ACCOUNTING","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT210.202602.syl.doc"
"EC","ACCT212","COST ACCOUNTING","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT212.202602.syl.docx"
"EC","ACCT220","ADVANCED ACCOUNTING PROBLEMS","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.ACCT220.202602.syl.docx"
"EC","BIO101","ANATOMY AND PHYSIOLOGY I","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.BIO101.202602.syl.docx"
"EC","BIO103","MICROBIOLOGY","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.BIO103.202602.syl.docx"
"EC","BIO104","NORMAL AND THERAPEUTIC NUTRITION","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.BIO104.202602.syl.docx"
"EC","BIO201","ANATOMY AND PHYSIOLOGY II","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.BIO201.202602.syl.doc"
"EC","BIO202","PATHOPHYSIOLOGY","2026/02","MS Word","https://njtransfer.org/artweb/artup/EC.BIO202.202602.syl.docx"
