"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"SX","ACCT101","ACCOUNTING PRINCIPLES I - FINANCIAL","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ACCT101.200109.syl.pdf"
"SX","ACCT102","ACCOUNTING PRINCIPLES II","2009/06","MS Word","https://njtransfer.org/artweb/artup/SX.ACCT102.200906.syl.doc"
"SX","ACCT107","COMPUTERIZED ACCOUNTING","2009/06","MS Word","https://njtransfer.org/artweb/artup/SX.ACCT107.200906.syl.doc"
"SX","ACCT205","PAYROLL ACCOUNTING","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ACCT205.200109.syl.pdf"
"SX","AGSC101","INTRODUCTION TO AGRICULTURAL SCIENCE","2016/09","MS Word","https://njtransfer.org/artweb/artup/SX.AGSC101.201609.syl.doc"
"SX","AGSC107","AGRICULTURAL PEST CONTROL AND MANAGEMENT","2016/09","MS Word","https://njtransfer.org/artweb/artup/SX.AGSC107.201609.syl.doc"
"SX","AGSC150","ORGANIC FARMING","2018/09","MS Word","https://njtransfer.org/artweb/artup/SX.AGSC150.201809.syl.docx"
"SX","AGSC201","AGRICULTURAL MARKETING","2015/06","MS Word","https://njtransfer.org/artweb/artup/SX.AGSC201.201506.syl.doc"
"SX","AGSC240","AGRICULTURAL SCIENCE INTERNSHIP","2015/06","MS Word","https://njtransfer.org/artweb/artup/SX.AGSC240.201506.syl.doc"
"SX","AMSL101","AMERICAN SIGN LANGUAGE I","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.AMSL101.200109.syl.doc"
"SX","AMSL102","AMERICAN SIGN LANGUAGE II","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.AMSL102.200109.syl.doc"
"SX","ANTH101","INTRODUCTION TO ANTHROPOLOGY","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ANTH101.200109.syl.pdf"
"SX","ANTH110","PHYSICAL ANTHROPOLOGY","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ANTH110.200109.syl.pdf"
"SX","ANTH115","BIOLOGICAL ANTHROPOLOGY","2018/09","MS Word","https://njtransfer.org/artweb/artup/SX.ANTH115.201809.syl.doc"
"SX","ANTH120","CULTURAL ANTHROPOLOGY","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ANTH120.200109.syl.pdf"
"SX","ANTH131","PRINCIPLES OF ARCHAEOLOGY","2009/06","MS Word","https://njtransfer.org/artweb/artup/SX.ANTH131.200906.syl.doc"
"SX","ANTH133","ARCHAEOLOGY FIELD METHODS","2017/06","MS Word","https://njtransfer.org/artweb/artup/SX.ANTH133.201706.syl.doc"
"SX","ANTH150","MAGIC , MYTH AND RELIGION","2010/02","MS Word","https://njtransfer.org/artweb/artup/SX.ANTH150.201002.syl.doc"
"SX","ANTH220","ENVIRONMENT AND CULTURAL BEHAVIOR","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ANTH220.200109.syl.pdf"
"SX","AOTE101","AUTOMOTIVE FUNDAMENTALS","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE101.200109.syl.pdf"
"SX","AOTE110","AUTOMOTIVE ELECTRICAL SYSTEMS","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE110.200109.syl.pdf"
"SX","AOTE118","AUTOMOTIVE HEATING AND AIR CONDITIONING","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE118.200109.syl.pdf"
"SX","AOTE120","AUTOMOTIVE BRAKE SYSTEMS","2016/09","MS Word","https://njtransfer.org/artweb/artup/SX.AOTE120.201609.syl.doc"
"SX","AOTE130","STEERING AND SUSPENSION SYSTEMS","2016/09","MS Word","https://njtransfer.org/artweb/artup/SX.AOTE130.201609.syl.doc"
"SX","AOTE203","ENGINE CONSTRUCTION, OPERATION AND SERVICE","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE203.200109.syl.pdf"
"SX","AOTE204","MANUAL TRANSMISSIONS AND DRIVELINES","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE204.200109.syl.pdf"
"SX","AOTE206","AUTOMATIC TRANSMISSIONS AND TRANSAXLES","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE206.200109.syl.pdf"
"SX","AOTE208","ADVANCED AUTOMOTIVE ELECTRONICS","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE208.200109.syl.pdf"
"SX","AOTE215","AUTOMOTIVE ENGINE PERFORMANCE","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE215.200109.syl.pdf"
"SX","AOTE255","AUTOMOTIVE PROFICIENCIES","2018/09","MS Word","https://njtransfer.org/artweb/artup/SX.AOTE255.201809.syl.docx"
"SX","AOTE261","SERVICE CENTER EDUCATION CLASS","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.AOTE261.200109.syl.pdf"
"SX","AOTE262","SERVICE CENTER INTERNSHIP","2015/06","MS Word","https://njtransfer.org/artweb/artup/SX.AOTE262.201506.syl.doc"
"SX","ARTA101","BASIC DESIGN","2010/02","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA101.201002.syl.doc"
"SX","ARTA103","ART HISTORY I","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA103.200109.syl.doc"
"SX","ARTA104","ART HISTORY II","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA104.200109.syl.doc"
"SX","ARTA106","ART APPRECIATION","2010/02","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA106.201002.syl.doc"
"SX","ARTA107","HISTORY OF CONTEMPORARY ART","2014/06","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA107.201406.syl.doc"
"SX","ARTA108","BASIC DRAWING","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA108.200109.syl.doc"
"SX","ARTA110","INTRODUCTION TO COLOR","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA110.200109.syl.doc"
"SX","ARTA115","THREE DIMENSIONAL DESIGN","2017/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA115.201709.syl.doc"
"SX","ARTA120","INTRODUCTION TO FIBERS","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA120.200109.syl.pdf"
"SX","ARTA135","ALTERNATIVE PROCESSES IN PHOTOGRAPHY","2014/06","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA135.201406.syl.doc"
"SX","ARTA150","LIFE DRAWING I","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA150.200109.syl.doc"
"SX","ARTA156","LIFE DRAWING II","2010/02","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA156.201002.syl.doc"
"SX","ARTA160","LANDSCAPE DRAWING","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA160.200109.syl.pdf"
"SX","ARTA170","PORTRAIT DRAWING","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA170.200109.syl.pdf"
"SX","ARTA173","INTRO TO SCULPTURE","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA173.200109.syl.pdf"
"SX","ARTA175","CERAMICS I","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA175.200109.syl.doc"
"SX","ARTA180","PAINTING I","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA180.200109.syl.pdf"
"SX","ARTA185","DIGITAL FINE ART I","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA185.200109.syl.doc"
"SX","ARTA186","DIGITAL FINE ART II","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA186.200109.syl.doc"
"SX","ARTA195","PRINTMAKING","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA195.200109.syl.pdf"
"SX","ARTA198","SILK SCREEN PRINTING","2023/02","PDF","https://njtransfer.org/artweb/artup/SX.ARTA198.202302.syl.pdf"
"SX","ARTA200","WATERCOLOR","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA200.200109.syl.doc"
"SX","ARTA201","PAINTING II","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA201.200109.syl.doc"
"SX","ARTA210","DRAWING FROM STILL LIFE","2001/09","PDF","https://njtransfer.org/artweb/artup/SX.ARTA210.200109.syl.pdf"
"SX","ARTA215","ADVANCED LIFE DRAWING","2011/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA215.201109.syl.doc"
"SX","ARTA220","CERAMICS II","2001/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA220.200109.syl.doc"
"SX","ARTA260","PORTFOLIO DEVELOPMENT","2017/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA260.201709.syl.doc"
"SX","ARTA262","PORTFOLIO FOR ARCHITECTURE DESIGN","2018/09","MS Word","https://njtransfer.org/artweb/artup/SX.ARTA262.201809.syl.doc"
"SX","BAKE105","BASIC SKILLS + PRINCIPLES","2022/09","PDF","https://njtransfer.org/artweb/artup/SX.BAKE105.202209.syl.pdf"
"SX","BAKE110","BASIC BAKING","2022/09","PDF","https://njtransfer.org/artweb/artup/SX.BAKE110.202209.syl.pdf"
